


################################################################################
################################################################################
			Nova Captura
2017-10-05 13:50:41.394002
2017-10-05 13:50:41.427004
2017-10-05 13:50:41.460006
2017-10-05 13:50:41.492008
2017-10-05 13:50:41.522010
2017-10-05 13:50:41.560012
2017-10-05 13:50:41.592014
2017-10-05 13:50:41.625015
2017-10-05 13:50:41.659017
2017-10-05 13:50:41.692019
2017-10-05 13:50:41.727021
2017-10-05 13:50:41.755023
2017-10-05 13:50:41.788025
2017-10-05 13:50:41.827027
2017-10-05 13:50:41.857029
2017-10-05 13:50:41.893031
2017-10-05 13:50:41.927033
2017-10-05 13:50:41.964035
2017-10-05 13:50:41.989036
2017-10-05 13:50:42.023038
2017-10-05 13:50:42.061040
2017-10-05 13:50:42.095042
2017-10-05 13:50:42.124044
2017-10-05 13:50:42.157046
2017-10-05 13:50:42.191048
2017-10-05 13:50:42.224050
2017-10-05 13:50:42.257052
2017-10-05 13:50:42.291054
2017-10-05 13:50:42.324055
2017-10-05 13:50:42.357057
2017-10-05 13:50:42.391059
2017-10-05 13:50:42.424061
2017-10-05 13:50:42.458063
2017-10-05 13:50:42.491065
2017-10-05 13:50:42.524067
2017-10-05 13:50:42.558069
2017-10-05 13:50:42.591071
2017-10-05 13:50:42.625073
2017-10-05 13:50:42.658074
2017-10-05 13:50:42.691076
2017-10-05 13:50:42.726078
2017-10-05 13:50:42.758080
2017-10-05 13:50:42.791082
2017-10-05 13:50:42.825084
2017-10-05 13:50:42.858086
2017-10-05 13:50:42.891088
2017-10-05 13:50:42.925090
2017-10-05 13:50:42.958092
2017-10-05 13:50:42.991094
2017-10-05 13:50:43.025095
2017-10-05 13:50:43.058097
2017-10-05 13:50:43.096100
2017-10-05 13:50:43.129101
2017-10-05 13:50:43.162103
2017-10-05 13:50:43.196105
2017-10-05 13:50:43.230107
2017-10-05 13:50:43.258109
2017-10-05 13:50:43.291111
2017-10-05 13:50:43.325113
2017-10-05 13:50:43.358115
2017-10-05 13:50:43.396117
2017-10-05 13:50:43.429119
2017-10-05 13:50:43.462120
2017-10-05 13:50:43.493122
2017-10-05 13:50:43.523124
2017-10-05 13:50:43.561126
2017-10-05 13:50:43.592128
2017-10-05 13:50:43.625130
2017-10-05 13:50:43.658132
2017-10-05 13:50:43.696134
2017-10-05 13:50:43.730136
2017-10-05 13:50:43.757137
2017-10-05 13:50:43.796140
2017-10-05 13:50:43.829141
2017-10-05 13:50:43.860143
2017-10-05 13:50:43.893145
2017-10-05 13:50:43.927147
2017-10-05 13:50:43.960149
2017-10-05 13:50:43.991151
2017-10-05 13:50:44.024153
2017-10-05 13:50:44.063155
2017-10-05 13:50:44.096157
2017-10-05 13:50:44.130159
2017-10-05 13:50:44.163161
2017-10-05 13:50:44.195162
2017-10-05 13:50:44.229164
2017-10-05 13:50:44.259166
2017-10-05 13:50:44.292168
2017-10-05 13:50:44.325170
2017-10-05 13:50:44.358172
2017-10-05 13:50:44.391174
2017-10-05 13:50:44.425176
2017-10-05 13:50:44.458177
2017-10-05 13:50:44.492179
2017-10-05 13:50:44.525181
2017-10-05 13:50:44.559183
2017-10-05 13:50:44.597185
2017-10-05 13:50:44.631187
2017-10-05 13:50:44.664189
2017-10-05 13:50:44.697191
2017-10-05 13:50:44.732193
2017-10-05 13:50:44.759195
2017-10-05 13:50:44.793197
2017-10-05 13:50:44.826199
2017-10-05 13:50:44.859200
2017-10-05 13:50:44.897203
2017-10-05 13:50:44.930204
2017-10-05 13:50:44.964206
2017-10-05 13:50:44.999208
2017-10-05 13:50:45.025210
2017-10-05 13:50:45.061212
2017-10-05 13:50:45.094214
2017-10-05 13:50:45.128216
2017-10-05 13:50:45.161218
2017-10-05 13:50:45.194220
2017-10-05 13:50:45.228222
2017-10-05 13:50:45.258223
2017-10-05 13:50:45.292225
2017-10-05 13:50:45.325227
2017-10-05 13:50:45.364229
2017-10-05 13:50:45.394231
2017-10-05 13:50:45.427233
2017-10-05 13:50:45.461235
2017-10-05 13:50:45.492237
2017-10-05 13:50:45.528239
2017-10-05 13:50:45.561241
2017-10-05 13:50:45.595242
2017-10-05 13:50:45.628244
2017-10-05 13:50:45.662246
2017-10-05 13:50:45.694248
2017-10-05 13:50:45.728250
2017-10-05 13:50:45.761252
2017-10-05 13:50:45.795254
2017-10-05 13:50:45.827256
2017-10-05 13:50:45.861258
2017-10-05 13:50:45.894260
2017-10-05 13:50:45.928262
2017-10-05 13:50:45.961263
2017-10-05 13:50:45.995265
2017-10-05 13:50:46.025267
2017-10-05 13:50:46.063269
2017-10-05 13:50:46.096271
2017-10-05 13:50:46.130273
2017-10-05 13:50:46.163275
2017-10-05 13:50:46.196277
2017-10-05 13:50:46.238279
2017-10-05 13:50:46.262281
2017-10-05 13:50:46.292282
2017-10-05 13:50:46.333285
2017-10-05 13:50:46.365287
2017-10-05 13:50:46.398288
2017-10-05 13:50:46.433290
2017-10-05 13:50:46.465292
2017-10-05 13:50:46.498294
2017-10-05 13:50:46.526296
2017-10-05 13:50:46.559298
2017-10-05 13:50:46.600300
2017-10-05 13:50:46.630302
2017-10-05 13:50:46.661303
2017-10-05 13:50:46.693305
2017-10-05 13:50:46.731307
2017-10-05 13:50:46.759309
2017-10-05 13:50:46.793311
2017-10-05 13:50:46.826313
2017-10-05 13:50:46.862315
2017-10-05 13:50:46.898317
2017-10-05 13:50:46.927319
2017-10-05 13:50:46.966321
2017-10-05 13:50:46.997323
2017-10-05 13:50:47.026324
2017-10-05 13:50:47.066327
2017-10-05 13:50:47.099329
2017-10-05 13:50:47.132330
2017-10-05 13:50:47.163332
2017-10-05 13:50:47.196334
2017-10-05 13:50:47.246337
2017-10-05 13:50:47.260338
2017-10-05 13:50:47.296340
2017-10-05 13:50:47.329342
2017-10-05 13:50:47.362344
2017-10-05 13:50:47.396346
2017-10-05 13:50:47.429347
2017-10-05 13:50:47.461349
2017-10-05 13:50:47.499351
2017-10-05 13:50:47.528353
2017-10-05 13:50:47.565355
2017-10-05 13:50:47.598357
2017-10-05 13:50:47.632359
2017-10-05 13:50:47.665361
2017-10-05 13:50:47.698363
2017-10-05 13:50:47.732365
2017-10-05 13:50:47.765367
2017-10-05 13:50:47.794368
2017-10-05 13:50:47.829370
2017-10-05 13:50:47.867372
2017-10-05 13:50:47.900374
2017-10-05 13:50:47.934376
2017-10-05 13:50:47.967378
2017-10-05 13:50:48.009381
2017-10-05 13:50:48.032382
2017-10-05 13:50:48.065384
2017-10-05 13:50:48.098386
2017-10-05 13:50:48.132388
2017-10-05 13:50:48.165389
2017-10-05 13:50:48.199391
2017-10-05 13:50:48.232393
2017-10-05 13:50:48.266395
2017-10-05 13:50:48.295397
2017-10-05 13:50:48.332399
2017-10-05 13:50:48.365401
2017-10-05 13:50:48.398403
2017-10-05 13:50:48.431405
2017-10-05 13:50:48.464407
2017-10-05 13:50:48.498409
2017-10-05 13:50:48.528410
2017-10-05 13:50:48.562412
2017-10-05 13:50:48.599414
2017-10-05 13:50:48.630416
2017-10-05 13:50:48.663418
2017-10-05 13:50:48.696420
2017-10-05 13:50:48.734422
2017-10-05 13:50:48.764424
2017-10-05 13:50:48.796426
2017-10-05 13:50:48.829427
2017-10-05 13:50:48.867430
2017-10-05 13:50:48.896431
2017-10-05 13:50:48.930433
2017-10-05 13:50:48.963435
2017-10-05 13:50:48.999437
2017-10-05 13:50:49.031439
2017-10-05 13:50:49.063441
2017-10-05 13:50:49.097443
2017-10-05 13:50:49.130445
2017-10-05 13:50:49.164447
2017-10-05 13:50:49.197449
2017-10-05 13:50:49.231450
2017-10-05 13:50:49.264452
2017-10-05 13:50:49.297454
2017-10-05 13:50:49.330456
2017-10-05 13:50:49.364458
2017-10-05 13:50:49.397460
2017-10-05 13:50:49.430462
2017-10-05 13:50:49.464464
2017-10-05 13:50:49.498466
2017-10-05 13:50:49.531468
2017-10-05 13:50:49.564470
2017-10-05 13:50:49.597471
2017-10-05 13:50:49.631473
2017-10-05 13:50:49.664475
2017-10-05 13:50:49.697477
2017-10-05 13:50:49.731479
2017-10-05 13:50:49.765481
2017-10-05 13:50:49.796483
2017-10-05 13:50:49.833485
2017-10-05 13:50:49.867487
2017-10-05 13:50:49.899489
2017-10-05 13:50:49.931491
2017-10-05 13:50:49.964492
2017-10-05 13:50:49.998494
2017-10-05 13:50:50.029496
2017-10-05 13:50:50.063498
2017-10-05 13:50:50.096500
2017-10-05 13:50:50.129502
2017-10-05 13:50:50.166504
2017-10-05 13:50:50.197506
2017-10-05 13:50:50.234508
2017-10-05 13:50:50.265510
2017-10-05 13:50:50.298512
2017-10-05 13:50:50.331513
2017-10-05 13:50:50.365515
2017-10-05 13:50:50.398517
2017-10-05 13:50:50.431519
2017-10-05 13:50:50.469521
2017-10-05 13:50:50.505523
2017-10-05 13:50:50.531525
2017-10-05 13:50:50.564527
2017-10-05 13:50:50.597529
2017-10-05 13:50:50.631531
2017-10-05 13:50:50.669533
2017-10-05 13:50:50.700535
2017-10-05 13:50:50.733536
2017-10-05 13:50:50.767538
2017-10-05 13:50:50.800540
2017-10-05 13:50:50.833542
2017-10-05 13:50:50.866544
2017-10-05 13:50:50.900546
2017-10-05 13:50:50.933548
2017-10-05 13:50:50.967550
2017-10-05 13:50:51.000552
2017-10-05 13:50:51.036554
2017-10-05 13:50:51.063555
2017-10-05 13:50:51.098557
2017-10-05 13:50:51.131559
2017-10-05 13:50:51.170561
2017-10-05 13:50:51.203563
2017-10-05 13:50:51.237565
2017-10-05 13:50:51.273567
2017-10-05 13:50:51.301569
2017-10-05 13:50:51.331571
2017-10-05 13:50:51.368573
2017-10-05 13:50:51.400575
2017-10-05 13:50:51.434576
2017-10-05 13:50:51.467578
2017-10-05 13:50:51.501580
2017-10-05 13:50:51.534582
2017-10-05 13:50:51.564584
2017-10-05 13:50:51.602586
2017-10-05 13:50:51.635588
2017-10-05 13:50:51.668590
2017-10-05 13:50:51.703592
2017-10-05 13:50:51.737594
2017-10-05 13:50:51.793597
2017-10-05 13:50:51.805598
2017-10-05 13:50:51.830599
2017-10-05 13:50:51.867601
2017-10-05 13:50:51.900603
2017-10-05 13:50:51.937605
2017-10-05 13:50:51.970607
2017-10-05 13:50:52.004609
2017-10-05 13:50:52.043611
2017-10-05 13:50:52.067613
2017-10-05 13:50:52.098614
2017-10-05 13:50:52.138617
2017-10-05 13:50:52.170619
2017-10-05 13:50:52.201620
2017-10-05 13:50:52.235622
2017-10-05 13:50:52.268624
2017-10-05 13:50:52.300626
2017-10-05 13:50:52.332628
2017-10-05 13:50:52.366630
2017-10-05 13:50:52.404632
2017-10-05 13:50:52.438634
2017-10-05 13:50:52.467636
2017-10-05 13:50:52.501638
2017-10-05 13:50:52.534639
2017-10-05 13:50:52.567641
2017-10-05 13:50:52.604643
2017-10-05 13:50:52.638645
2017-10-05 13:50:52.671647
2017-10-05 13:50:52.705649
2017-10-05 13:50:52.738651
2017-10-05 13:50:52.771653
2017-10-05 13:50:52.812655
2017-10-05 13:50:52.833657
2017-10-05 13:50:52.866658
2017-10-05 13:50:52.905661
2017-10-05 13:50:52.938663
2017-10-05 13:50:52.972664
2017-10-05 13:50:53.005666
2017-10-05 13:50:53.038668
2017-10-05 13:50:53.077670
2017-10-05 13:50:53.099672
2017-10-05 13:50:53.133674
2017-10-05 13:50:53.172676
2017-10-05 13:50:53.205678
2017-10-05 13:50:53.238680
2017-10-05 13:50:53.272682
2017-10-05 13:50:53.311684
2017-10-05 13:50:53.332685
2017-10-05 13:50:53.370687
2017-10-05 13:50:53.403689
2017-10-05 13:50:53.437691
2017-10-05 13:50:53.470693
2017-10-05 13:50:53.503695
2017-10-05 13:50:53.537697
2017-10-05 13:50:53.569699
2017-10-05 13:50:53.601700
2017-10-05 13:50:53.639703
2017-10-05 13:50:53.672704
2017-10-05 13:50:53.702706
2017-10-05 13:50:53.735708
2017-10-05 13:50:53.769710
2017-10-05 13:50:53.807712
2017-10-05 13:50:53.835714
2017-10-05 13:50:53.868716
2017-10-05 13:50:53.902718
2017-10-05 13:50:53.935720
2017-10-05 13:50:53.969721
2017-10-05 13:50:54.002723
2017-10-05 13:50:54.036725
2017-10-05 13:50:54.068727
2017-10-05 13:50:54.099729
2017-10-05 13:50:54.139731
2017-10-05 13:50:54.172733
2017-10-05 13:50:54.206735
2017-10-05 13:50:54.240737
2017-10-05 13:50:54.273739
2017-10-05 13:50:54.305741
2017-10-05 13:50:54.334742
2017-10-05 13:50:54.371744
2017-10-05 13:50:54.404746
2017-10-05 13:50:54.438748
2017-10-05 13:50:54.471750
2017-10-05 13:50:54.505752
2017-10-05 13:50:54.538754
2017-10-05 13:50:54.570756
2017-10-05 13:50:54.601758
2017-10-05 13:50:54.635760
2017-10-05 13:50:54.672762
2017-10-05 13:50:54.707764
2017-10-05 13:50:54.740766
2017-10-05 13:50:54.774768
2017-10-05 13:50:54.807769
2017-10-05 13:50:54.835771
2017-10-05 13:50:54.868773
2017-10-05 13:50:54.907775
2017-10-05 13:50:54.940777
2017-10-05 13:50:54.973779
2017-10-05 13:50:55.007781
2017-10-05 13:50:55.040783
2017-10-05 13:50:55.075785
2017-10-05 13:50:55.103786
2017-10-05 13:50:55.136788
2017-10-05 13:50:55.169790
2017-10-05 13:50:55.207792
2017-10-05 13:50:55.240794
2017-10-05 13:50:55.274796
2017-10-05 13:50:55.315798
2017-10-05 13:50:55.335800
2017-10-05 13:50:55.374802
2017-10-05 13:50:55.407804
2017-10-05 13:50:55.439806
2017-10-05 13:50:55.472807
2017-10-05 13:50:55.505809
2017-10-05 13:50:55.539811
2017-10-05 13:50:55.569813
2017-10-05 13:50:55.602815
2017-10-05 13:50:55.640817
2017-10-05 13:50:55.674819
2017-10-05 13:50:55.708821
2017-10-05 13:50:55.738823
2017-10-05 13:50:55.771825
2017-10-05 13:50:55.805827
2017-10-05 13:50:55.838828
2017-10-05 13:50:55.871830
2017-10-05 13:50:55.905832
2017-10-05 13:50:55.938834
2017-10-05 13:50:55.972836
2017-10-05 13:50:56.005838
2017-10-05 13:50:56.038840
2017-10-05 13:50:56.073842
2017-10-05 13:50:56.102843
2017-10-05 13:50:56.138846
2017-10-05 13:50:56.172847
2017-10-05 13:50:56.205849
2017-10-05 13:50:56.238851
2017-10-05 13:50:56.272853
2017-10-05 13:50:56.310855
2017-10-05 13:50:56.336857
2017-10-05 13:50:56.373859
2017-10-05 13:50:56.406861
2017-10-05 13:50:56.440863
2017-10-05 13:50:56.473865
2017-10-05 13:50:56.506867
2017-10-05 13:50:56.540869
2017-10-05 13:50:56.570870
2017-10-05 13:50:56.604872
2017-10-05 13:50:56.637874
2017-10-05 13:50:56.670876
2017-10-05 13:50:56.704878
2017-10-05 13:50:56.745880
2017-10-05 13:50:56.775882
2017-10-05 13:50:56.808884
2017-10-05 13:50:56.836885
2017-10-05 13:50:56.870887
2017-10-05 13:50:56.909890
2017-10-05 13:50:56.942892
2017-10-05 13:50:56.976893
2017-10-05 13:50:57.006895
2017-10-05 13:50:57.039897
2017-10-05 13:50:57.074899
2017-10-05 13:50:57.103901
2017-10-05 13:50:57.140903
2017-10-05 13:50:57.174905
2017-10-05 13:50:57.207907
2017-10-05 13:50:57.241909
2017-10-05 13:50:57.274911
2017-10-05 13:50:57.307912
2017-10-05 13:50:57.338914
2017-10-05 13:50:57.371916
2017-10-05 13:50:57.409918
2017-10-05 13:50:57.443920
2017-10-05 13:50:57.476922
2017-10-05 13:50:57.509924
2017-10-05 13:50:57.541926
2017-10-05 13:50:57.588928
2017-10-05 13:50:57.607930
2017-10-05 13:50:57.638931
2017-10-05 13:50:57.671933
2017-10-05 13:50:57.705935
2017-10-05 13:50:57.738937
2017-10-05 13:50:57.771939
2017-10-05 13:50:57.805941
2017-10-05 13:50:57.838943
2017-10-05 13:50:57.871945
2017-10-05 13:50:57.909947
2017-10-05 13:50:57.943949
2017-10-05 13:50:57.977951
2017-10-05 13:50:58.010953
2017-10-05 13:50:58.043955
2017-10-05 13:50:58.077956
2017-10-05 13:50:58.107958
2017-10-05 13:50:58.138960
2017-10-05 13:50:58.171962
2017-10-05 13:50:58.210964
2017-10-05 13:50:58.244966
2017-10-05 13:50:58.277968
2017-10-05 13:50:58.310970
2017-10-05 13:50:58.344972
2017-10-05 13:50:58.372973
2017-10-05 13:50:58.405975
2017-10-05 13:50:58.444977
2017-10-05 13:50:58.474979
2017-10-05 13:50:58.507981
2017-10-05 13:50:58.541983
2017-10-05 13:50:58.574985
2017-10-05 13:50:58.605987
2017-10-05 13:50:58.638989
2017-10-05 13:50:58.672990
2017-10-05 13:50:58.705992
2017-10-05 13:50:58.744995
2017-10-05 13:50:58.777997
2017-10-05 13:50:58.810998
2017-10-05 13:50:58.844000
2017-10-05 13:50:58.873002
2017-10-05 13:50:58.906004
2017-10-05 13:50:58.945006
2017-10-05 13:50:58.978008
2017-10-05 13:50:59.011010
2017-10-05 13:50:59.042012
2017-10-05 13:50:59.075013
2017-10-05 13:50:59.108015
2017-10-05 13:50:59.139017
2017-10-05 13:50:59.173019
2017-10-05 13:50:59.210021
2017-10-05 13:50:59.243023
2017-10-05 13:50:59.277025
2017-10-05 13:50:59.310027
2017-10-05 13:50:59.344029
2017-10-05 13:50:59.374031
2017-10-05 13:50:59.407032
2017-10-05 13:50:59.445035
2017-10-05 13:50:59.479037
2017-10-05 13:50:59.512038
2017-10-05 13:50:59.546040
2017-10-05 13:50:59.579042
2017-10-05 13:50:59.610044
2017-10-05 13:50:59.640046
2017-10-05 13:50:59.673048
2017-10-05 13:50:59.713050
2017-10-05 13:50:59.746052
2017-10-05 13:50:59.779054
2017-10-05 13:50:59.813056
2017-10-05 13:50:59.846058
2017-10-05 13:50:59.874059
2017-10-05 13:50:59.907061
2017-10-05 13:50:59.946063
2017-10-05 13:50:59.979065
2017-10-05 13:51:00.013067
2017-10-05 13:51:00.046069
2017-10-05 13:51:00.079071
2017-10-05 13:51:00.109073
2017-10-05 13:51:00.143075
2017-10-05 13:51:00.176076
2017-10-05 13:51:00.209078
2017-10-05 13:51:00.242080
2017-10-05 13:51:00.276082
2017-10-05 13:51:00.309084
2017-10-05 13:51:00.344086
2017-10-05 13:51:00.376088
2017-10-05 13:51:00.409090
2017-10-05 13:51:00.443092
2017-10-05 13:51:00.476094
2017-10-05 13:51:00.509096
2017-10-05 13:51:00.543097
2017-10-05 13:51:00.576099
2017-10-05 13:51:00.609101
2017-10-05 13:51:00.643103
2017-10-05 13:51:00.676105
2017-10-05 13:51:00.710107
2017-10-05 13:51:00.743109
2017-10-05 13:51:00.776111
2017-10-05 13:51:00.810113
2017-10-05 13:51:00.841115
2017-10-05 13:51:00.875116
2017-10-05 13:51:00.908118
2017-10-05 13:51:00.945120
2017-10-05 13:51:00.975122
2017-10-05 13:51:01.014124
2017-10-05 13:51:01.047126
2017-10-05 13:51:01.080128
2017-10-05 13:51:01.111130
2017-10-05 13:51:01.141132
2017-10-05 13:51:01.179134
2017-10-05 13:51:01.211136
2017-10-05 13:51:01.244138
2017-10-05 13:51:01.277139
2017-10-05 13:51:01.311141
2017-10-05 13:51:01.346143
2017-10-05 13:51:01.375145
2017-10-05 13:51:01.408147
2017-10-05 13:51:01.442149
2017-10-05 13:51:01.480151
2017-10-05 13:51:01.512153
2017-10-05 13:51:01.546155
2017-10-05 13:51:01.579157
2017-10-05 13:51:01.614159
2017-10-05 13:51:01.642160
2017-10-05 13:51:01.681163
2017-10-05 13:51:01.711164
2017-10-05 13:51:01.745166
2017-10-05 13:51:01.778168
2017-10-05 13:51:01.811170
2017-10-05 13:51:01.849172
2017-10-05 13:51:01.875174
2017-10-05 13:51:01.908176
2017-10-05 13:51:01.942177
2017-10-05 13:51:01.976179
2017-10-05 13:51:02.008181
2017-10-05 13:51:02.042183
2017-10-05 13:51:02.075185
2017-10-05 13:51:02.109187
2017-10-05 13:51:02.145189
2017-10-05 13:51:02.178191
2017-10-05 13:51:02.212193
2017-10-05 13:51:02.245195
2017-10-05 13:51:02.278197
2017-10-05 13:51:02.312199
2017-10-05 13:51:02.351201
2017-10-05 13:51:02.377202
2017-10-05 13:51:02.414204
2017-10-05 13:51:02.448206
2017-10-05 13:51:02.481208
2017-10-05 13:51:02.515210
2017-10-05 13:51:02.548212
2017-10-05 13:51:02.582214
2017-10-05 13:51:02.615216
2017-10-05 13:51:02.643218
2017-10-05 13:51:02.676219
2017-10-05 13:51:02.716222
2017-10-05 13:51:02.748224
2017-10-05 13:51:02.782226
2017-10-05 13:51:02.815227
2017-10-05 13:51:02.849229
2017-10-05 13:51:02.892232
2017-10-05 13:51:02.909233
2017-10-05 13:51:02.943235
2017-10-05 13:51:02.982237
2017-10-05 13:51:03.015239
2017-10-05 13:51:03.049241
2017-10-05 13:51:03.082243
2017-10-05 13:51:03.114245
2017-10-05 13:51:03.143246
2017-10-05 13:51:03.176248
2017-10-05 13:51:03.217250
2017-10-05 13:51:03.249252
2017-10-05 13:51:03.282254
2017-10-05 13:51:03.316256
2017-10-05 13:51:03.353258
2017-10-05 13:51:03.378260
2017-10-05 13:51:03.412262
2017-10-05 13:51:03.445263
2017-10-05 13:51:03.478265
2017-10-05 13:51:03.512267
2017-10-05 13:51:03.549269
2017-10-05 13:51:03.583271
2017-10-05 13:51:03.612273
2017-10-05 13:51:03.645275
2017-10-05 13:51:03.678277
2017-10-05 13:51:03.712279
2017-10-05 13:51:03.745281
2017-10-05 13:51:03.779283
2017-10-05 13:51:03.812284
2017-10-05 13:51:03.845286
2017-10-05 13:51:03.878288
2017-10-05 13:51:03.916290
2017-10-05 13:51:03.950292
2017-10-05 13:51:03.983294
2017-10-05 13:51:04.016296
2017-10-05 13:51:04.050298
2017-10-05 13:51:04.080300
2017-10-05 13:51:04.115302
2017-10-05 13:51:04.147304
2017-10-05 13:51:04.180305
2017-10-05 13:51:04.214307
2017-10-05 13:51:04.247309
2017-10-05 13:51:04.280311
2017-10-05 13:51:04.314313
2017-10-05 13:51:04.347315
2017-10-05 13:51:04.381317
2017-10-05 13:51:04.414319
2017-10-05 13:51:04.447321
2017-10-05 13:51:04.481323
2017-10-05 13:51:04.514325
2017-10-05 13:51:04.547326
2017-10-05 13:51:04.581328
2017-10-05 13:51:04.614330
2017-10-05 13:51:04.647332
2017-10-05 13:51:04.679334
2017-10-05 13:51:04.712336
2017-10-05 13:51:04.750338
2017-10-05 13:51:04.782340
2017-10-05 13:51:04.815342
2017-10-05 13:51:04.849344
2017-10-05 13:51:04.883346
2017-10-05 13:51:04.912347
2017-10-05 13:51:04.945349
2017-10-05 13:51:04.984351
2017-10-05 13:51:05.018353
2017-10-05 13:51:05.051355
2017-10-05 13:51:05.084357
2017-10-05 13:51:05.117359
2017-10-05 13:51:05.148361
2017-10-05 13:51:05.180363
2017-10-05 13:51:05.213365
2017-10-05 13:51:05.246366
2017-10-05 13:51:05.280368
2017-10-05 13:51:05.313370
2017-10-05 13:51:05.351372
2017-10-05 13:51:05.380374
2017-10-05 13:51:05.412376
2017-10-05 13:51:05.445378
2017-10-05 13:51:05.484380
2017-10-05 13:51:05.518382
2017-10-05 13:51:05.551384
2017-10-05 13:51:05.585386
2017-10-05 13:51:05.614388
2017-10-05 13:51:05.648389
2017-10-05 13:51:05.681391
2017-10-05 13:51:05.714393
2017-10-05 13:51:05.748395
2017-10-05 13:51:05.781397
2017-10-05 13:51:05.814399
2017-10-05 13:51:05.848401
2017-10-05 13:51:05.884403
2017-10-05 13:51:05.913405
2017-10-05 13:51:05.946407
2017-10-05 13:51:05.985409
2017-10-05 13:51:06.019411
2017-10-05 13:51:06.052413
2017-10-05 13:51:06.085414
2017-10-05 13:51:06.130417
2017-10-05 13:51:06.150418
2017-10-05 13:51:06.180420
2017-10-05 13:51:06.218422
2017-10-05 13:51:06.249424
2017-10-05 13:51:06.282426
2017-10-05 13:51:06.316428
2017-10-05 13:51:06.349430
2017-10-05 13:51:06.384432
2017-10-05 13:51:06.414433
2017-10-05 13:51:06.447435
2017-10-05 13:51:06.480437
2017-10-05 13:51:06.519439
2017-10-05 13:51:06.552441
2017-10-05 13:51:06.586443
2017-10-05 13:51:06.619445
2017-10-05 13:51:06.649447
2017-10-05 13:51:06.680448
2017-10-05 13:51:06.713450
2017-10-05 13:51:06.751453
2017-10-05 13:51:06.781454
2017-10-05 13:51:06.814456
2017-10-05 13:51:06.848458
2017-10-05 13:51:06.883460
2017-10-05 13:51:06.913462
2017-10-05 13:51:06.950464
2017-10-05 13:51:06.983466
2017-10-05 13:51:07.016468
2017-10-05 13:51:07.050470
2017-10-05 13:51:07.083472
2017-10-05 13:51:07.116473
2017-10-05 13:51:07.150475
2017-10-05 13:51:07.181477
2017-10-05 13:51:07.219479
2017-10-05 13:51:07.253481
2017-10-05 13:51:07.286483
2017-10-05 13:51:07.320485
2017-10-05 13:51:07.350487
2017-10-05 13:51:07.384489
2017-10-05 13:51:07.416491
2017-10-05 13:51:07.448492
2017-10-05 13:51:07.484494
2017-10-05 13:51:07.517496
2017-10-05 13:51:07.550498
2017-10-05 13:51:07.584500
2017-10-05 13:51:07.617502
2017-10-05 13:51:07.653504
2017-10-05 13:51:07.681506
2017-10-05 13:51:07.718508
2017-10-05 13:51:07.753510
2017-10-05 13:51:07.787512
2017-10-05 13:51:07.820514
2017-10-05 13:51:07.853516
2017-10-05 13:51:07.887518
2017-10-05 13:51:07.928520
2017-10-05 13:51:07.948521
2017-10-05 13:51:07.981523
2017-10-05 13:51:08.019525
2017-10-05 13:51:08.051527
2017-10-05 13:51:08.084529
2017-10-05 13:51:08.118531
2017-10-05 13:51:08.153533
2017-10-05 13:51:08.181534
2017-10-05 13:51:08.221537
2017-10-05 13:51:08.254539
2017-10-05 13:51:08.284540
2017-10-05 13:51:08.317542
2017-10-05 13:51:08.354544
2017-10-05 13:51:08.387546
2017-10-05 13:51:08.416548
2017-10-05 13:51:08.449550
2017-10-05 13:51:08.483552
2017-10-05 13:51:08.516554
2017-10-05 13:51:08.549555
2017-10-05 13:51:08.583557
2017-10-05 13:51:08.618559
2017-10-05 13:51:08.650561
2017-10-05 13:51:08.683563
2017-10-05 13:51:08.717565
2017-10-05 13:51:08.750567
2017-10-05 13:51:08.783569
2017-10-05 13:51:08.817571
2017-10-05 13:51:08.850573
2017-10-05 13:51:08.893575
2017-10-05 13:51:08.921577
2017-10-05 13:51:08.949578
2017-10-05 13:51:08.988581
2017-10-05 13:51:09.021582
2017-10-05 13:51:09.055584
2017-10-05 13:51:09.088586
2017-10-05 13:51:09.118588
2017-10-05 13:51:09.154590
2017-10-05 13:51:09.185592
2017-10-05 13:51:09.219594
2017-10-05 13:51:09.252596
2017-10-05 13:51:09.285598
2017-10-05 13:51:09.319599
2017-10-05 13:51:09.352601
2017-10-05 13:51:09.385603
2017-10-05 13:51:09.419605
2017-10-05 13:51:09.449607
2017-10-05 13:51:09.488609
2017-10-05 13:51:09.520611
2017-10-05 13:51:09.552613
2017-10-05 13:51:09.585615
2017-10-05 13:51:09.619617
2017-10-05 13:51:09.655619
2017-10-05 13:51:09.683620
2017-10-05 13:51:09.717622
2017-10-05 13:51:09.756624
2017-10-05 13:51:09.789626
2017-10-05 13:51:09.819628
2017-10-05 13:51:09.852630
2017-10-05 13:51:09.885632
2017-10-05 13:51:09.919634
2017-10-05 13:51:09.950636
2017-10-05 13:51:09.983637
2017-10-05 13:51:10.022640
2017-10-05 13:51:10.051641
2017-10-05 13:51:10.085643
2017-10-05 13:51:10.118645
2017-10-05 13:51:10.155647
2017-10-05 13:51:10.183649
2017-10-05 13:51:10.221651
2017-10-05 13:51:10.254653
2017-10-05 13:51:10.287655
2017-10-05 13:51:10.318657
2017-10-05 13:51:10.352659
2017-10-05 13:51:10.388661
2017-10-05 13:51:10.421662
2017-10-05 13:51:10.453664
2017-10-05 13:51:10.486666
